src_ip,dest_ip,protocol,src_port,dest_port,flow_duration,bytes,packets,timestamp,label
151.206.228.85,101.36.106.92,ICMP,36926,8476,12.604,3062,95,2025-11-01 04:36:00,1
142.65.74.179,52.184.215.28,ICMP,59423,27474,2.207,8908,13,2025-11-01 04:37:00,0
103.165.191.252,36.115.63.18,TCP,19030,35167,5.939,418,86,2025-11-01 04:38:00,0
226.37.49.98,89.162.195.78,UDP,17399,53265,5.23,8448,192,2025-11-01 04:39:00,0
82.29.78.91,167.89.7.216,TCP,53458,34007,5.55,6098,35,2025-11-01 04:40:00,0
179.190.225.52,208.211.14.7,UDP,31182,3467,5.179,7458,83,2025-11-01 04:41:00,0
249.165.224.216,250.16.85.214,ICMP,52786,21903,1.253,5003,29,2025-11-01 04:42:00,1
79.251.29.247,118.63.11.210,TCP,48702,59806,0.775,4891,151,2025-11-01 04:43:00,0
106.50.80.133,56.173.174.207,ICMP,4093,5364,19.228,3029,83,2025-11-01 04:44:00,0
29.131.137.184,101.15.196.2,ICMP,7510,35935,0.232,3870,80,2025-11-01 04:45:00,0
145.73.16.252,128.243.91.249,UDP,18663,61049,3.153,5443,95,2025-11-01 04:46:00,0
84.215.68.34,105.181.154.31,ICMP,36452,59398,2.768,9738,144,2025-11-01 04:47:00,0
6.52.193.205,169.163.46.43,TCP,29824,33548,2.232,6890,154,2025-11-01 04:48:00,1
126.234.42.240,65.49.220.1,UDP,26642,2135,7.616,9522,3,2025-11-01 04:49:00,0
203.114.110.249,200.184.143.122,UDP,38244,51389,6.839,1979,122,2025-11-01 04:50:00,0
151.182.79.95,28.85.81.22,TCP,59810,65127,11.781,4734,124,2025-11-01 04:51:00,0
203.117.143.8,41.75.146.89,ICMP,57278,50792,2.517,7365,23,2025-11-01 04:52:00,1
132.103.131.184,178.58.68.251,ICMP,12893,41380,4.153,7755,185,2025-11-01 04:53:00,0
25.194.95.195,162.166.122.74,ICMP,5200,26403,11.142,8467,137,2025-11-01 04:54:00,0
155.92.159.178,239.248.6.252,ICMP,37478,27715,25.455,7667,179,2025-11-01 04:55:00,0
61.121.50.147,101.110.179.188,ICMP,27504,20074,17.417,4235,33,2025-11-01 04:56:00,0
21.4.209.92,52.206.233.24,UDP,61081,14584,6.326,2826,92,2025-11-01 04:57:00,1
170.60.21.149,26.124.217.238,UDP,32524,37724,0.773,1417,24,2025-11-01 04:58:00,0
70.0.132.233,90.121.9.17,TCP,6261,41167,0.117,2795,107,2025-11-01 04:59:00,1
12.89.45.34,245.205.1.112,ICMP,27477,23757,8.721,2123,50,2025-11-01 05:00:00,0
177.77.217.45,205.26.200.71,ICMP,57837,19775,9.192,4449,52,2025-11-01 05:01:00,0
155.72.25.249,176.201.247.118,ICMP,1814,23635,6.859,6610,199,2025-11-01 05:02:00,0
47.120.213.239,9.85.22.199,TCP,48619,31144,1.642,4652,38,2025-11-01 05:03:00,1
56.93.106.63,240.72.26.216,ICMP,47978,7250,5.106,6147,44,2025-11-01 05:04:00,0
48.60.80.26,93.80.83.199,UDP,42208,44831,1.901,4144,89,2025-11-01 05:05:00,0
36.0.7.113,43.231.6.92,ICMP,53210,31269,2.995,3589,126,2025-11-01 05:06:00,1
99.252.179.207,83.190.83.44,TCP,15778,3797,2.41,4192,56,2025-11-01 05:07:00,0
47.126.55.214,167.39.134.198,UDP,14091,18919,12.246,7697,194,2025-11-01 05:08:00,0
14.217.27.215,25.232.58.141,UDP,62600,18565,1.334,5518,45,2025-11-01 05:09:00,1
78.215.129.109,103.231.85.241,UDP,17633,30713,4.309,2681,180,2025-11-01 05:10:00,0
154.13.186.56,209.111.85.98,ICMP,29005,28787,2.239,5065,129,2025-11-01 05:11:00,1
115.6.2.111,62.7.112.173,TCP,55524,63865,5.439,7804,87,2025-11-01 05:12:00,0
151.237.106.239,146.215.59.246,TCP,56642,15313,4.157,2152,116,2025-11-01 05:13:00,0
252.236.17.250,60.105.1.194,ICMP,20587,53459,12.884,3540,64,2025-11-01 05:14:00,0
38.226.114.15,91.13.47.103,TCP,10027,53380,0.536,6027,136,2025-11-01 05:15:00,0
192.216.118.229,245.244.55.12,UDP,28092,25974,1.246,7664,171,2025-11-01 05:16:00,0
28.201.38.185,224.219.54.156,UDP,48020,61594,7.27,9241,136,2025-11-01 05:17:00,0
17.230.85.218,110.216.3.218,TCP,62470,13208,2.301,1669,29,2025-11-01 05:18:00,1
126.43.24.145,36.177.130.1,TCP,5247,1447,0.906,9081,13,2025-11-01 05:19:00,1
13.211.24.68,17.198.61.48,ICMP,24928,952,3.499,7401,129,2025-11-01 05:20:00,0
138.66.232.109,62.68.146.103,ICMP,37858,53174,5.28,6300,29,2025-11-01 05:21:00,0
146.110.227.111,110.161.226.177,ICMP,21770,64294,0.229,6962,178,2025-11-01 05:22:00,0
214.33.110.8,208.231.241.175,ICMP,32428,54638,1.724,7206,37,2025-11-01 05:23:00,0
168.112.235.83,231.90.232.230,ICMP,22431,1718,8.288,518,1,2025-11-01 05:24:00,1
42.168.100.6,114.177.88.154,ICMP,21717,53395,3.672,1350,108,2025-11-01 05:25:00,0
180.25.63.226,56.77.13.206,UDP,34038,52958,0.18,2183,69,2025-11-01 05:26:00,0
187.183.58.109,25.227.131.239,TCP,23145,38682,1.656,453,117,2025-11-01 05:27:00,0
198.228.120.33,207.31.81.78,ICMP,51794,11391,5.096,9888,176,2025-11-01 05:28:00,0
181.149.20.198,250.192.105.189,UDP,27427,56628,1.112,3976,183,2025-11-01 05:29:00,0
70.246.111.4,20.73.9.123,TCP,12661,21195,8.784,8227,194,2025-11-01 05:30:00,0
94.74.189.62,216.33.188.220,TCP,9636,15478,5.644,1434,111,2025-11-01 05:31:00,0
94.94.151.55,155.39.192.127,TCP,31434,17981,3.187,2663,63,2025-11-01 05:32:00,0
137.246.130.243,33.195.70.137,ICMP,6184,30951,12.362,2330,22,2025-11-01 05:33:00,0
31.39.228.36,144.132.97.124,ICMP,61132,6595,2.486,678,94,2025-11-01 05:34:00,1
152.222.5.66,151.42.113.89,ICMP,35163,62964,1.34,392,11,2025-11-01 05:35:00,0
212.219.74.4,185.178.12.128,TCP,8752,44694,5.415,179,29,2025-11-01 05:36:00,0
79.133.117.113,152.138.51.243,TCP,5262,19601,4.258,8483,106,2025-11-01 05:37:00,0
94.247.229.179,17.164.12.190,UDP,27788,9099,2.042,8900,3,2025-11-01 05:38:00,0
62.184.193.79,219.83.96.106,UDP,52788,63087,2.105,3882,173,2025-11-01 05:39:00,1
203.135.25.179,96.7.55.221,UDP,64618,11943,2.539,8548,3,2025-11-01 05:40:00,1
173.43.132.70,104.82.197.44,UDP,19488,14013,1.72,4058,74,2025-11-01 05:41:00,1
154.117.67.19,188.102.111.169,TCP,32967,30703,6.194,2966,196,2025-11-01 05:42:00,1
212.224.19.113,149.248.213.42,ICMP,31862,45019,5.269,6932,14,2025-11-01 05:43:00,1
140.46.0.90,202.201.243.157,ICMP,6943,48177,2.906,7282,81,2025-11-01 05:44:00,0
142.63.37.37,208.192.144.30,ICMP,38116,10347,2.536,1092,65,2025-11-01 05:45:00,0
126.138.254.100,26.180.124.238,ICMP,8821,14429,2.271,3603,185,2025-11-01 05:46:00,0
77.234.2.161,19.52.84.17,UDP,52911,5756,1.667,9355,143,2025-11-01 05:47:00,1
134.177.247.10,174.103.212.181,TCP,23491,45885,0.448,1383,188,2025-11-01 05:48:00,0
5.150.137.172,105.103.191.173,ICMP,24760,6284,1.561,609,182,2025-11-01 05:49:00,0
130.12.167.130,177.146.123.199,TCP,10045,49037,1.937,7730,117,2025-11-01 05:50:00,1
84.64.62.101,81.192.36.121,UDP,4082,1338,3.967,3956,130,2025-11-01 05:51:00,0
73.16.8.203,70.153.129.59,UDP,10065,61451,7.431,9232,82,2025-11-01 05:52:00,0
143.151.37.247,224.248.239.118,ICMP,39126,43456,2.518,2963,192,2025-11-01 05:53:00,1
163.93.94.49,133.36.30.204,ICMP,61148,52127,14.48,4585,28,2025-11-01 05:54:00,1
69.61.187.236,99.93.175.6,UDP,2177,59787,8.782,3965,94,2025-11-01 05:55:00,1
178.77.116.120,15.142.188.16,UDP,38732,62969,20.933,3292,67,2025-11-01 05:56:00,1
203.136.161.76,20.76.43.170,TCP,48399,20858,10.446,7598,3,2025-11-01 05:57:00,0
227.34.0.40,46.94.161.64,UDP,13045,24937,4.795,3432,181,2025-11-01 05:58:00,0
64.149.59.64,157.130.8.203,TCP,28282,39595,4.562,2657,154,2025-11-01 05:59:00,0
93.71.10.105,203.152.213.42,UDP,36871,27641,0.694,5975,4,2025-11-01 06:00:00,1
229.13.59.30,250.173.72.84,TCP,50578,38436,6.408,4395,144,2025-11-01 06:01:00,0
35.212.164.5,59.20.201.150,UDP,20383,45698,4.584,2053,92,2025-11-01 06:02:00,0
83.122.77.154,157.62.72.61,UDP,27202,16215,3.536,1967,72,2025-11-01 06:03:00,0
62.131.88.237,64.68.167.203,TCP,13938,41533,5.909,5372,182,2025-11-01 06:04:00,0
42.88.145.40,129.244.105.65,TCP,8560,26532,2.935,6298,104,2025-11-01 06:05:00,0
72.38.103.14,122.61.181.103,ICMP,56095,8014,3.71,4587,16,2025-11-01 06:06:00,1
32.178.124.166,60.45.4.113,ICMP,56936,35813,2.54,6955,31,2025-11-01 06:07:00,0
97.22.62.143,150.217.180.70,UDP,34772,58929,6.318,3759,87,2025-11-01 06:08:00,0
225.152.144.225,160.239.10.138,UDP,40472,5019,10.462,9783,130,2025-11-01 06:09:00,0
239.246.193.206,239.166.246.98,TCP,47156,63884,9.189,1722,73,2025-11-01 06:10:00,0
53.103.103.179,31.11.242.108,UDP,11510,18618,7.709,424,91,2025-11-01 06:11:00,0
39.178.197.134,80.165.66.194,ICMP,3408,27869,0.069,4748,173,2025-11-01 06:12:00,0
67.134.178.200,52.132.138.250,TCP,45336,54790,12.145,3076,54,2025-11-01 06:13:00,1
42.191.243.15,25.34.162.22,UDP,46112,40236,1.607,7063,187,2025-11-01 06:14:00,1
111.156.32.244,165.213.182.203,TCP,42782,52399,10.945,4692,187,2025-11-01 06:15:00,1
222.230.154.164,96.226.222.237,ICMP,11811,42775,1.097,4485,150,2025-11-01 06:16:00,0
157.37.184.97,117.199.191.20,ICMP,35158,31091,2.896,429,162,2025-11-01 06:17:00,1
253.228.154.183,106.225.3.18,ICMP,36730,36810,6.919,2958,73,2025-11-01 06:18:00,1
33.253.195.86,51.195.19.122,UDP,18670,1890,5.112,2153,128,2025-11-01 06:19:00,1
66.9.4.123,137.79.153.102,UDP,57835,24061,2.689,1182,184,2025-11-01 06:20:00,0
74.96.117.38,25.195.168.59,UDP,61144,10092,5.676,785,162,2025-11-01 06:21:00,0
141.158.46.228,45.40.37.117,UDP,61616,46284,3.981,6191,99,2025-11-01 06:22:00,0
109.215.179.184,19.13.126.149,UDP,7211,19040,1.613,1770,154,2025-11-01 06:23:00,1
15.156.135.5,143.2.36.117,UDP,9519,43290,5.197,4425,199,2025-11-01 06:24:00,0
157.46.67.76,242.173.15.142,ICMP,10909,3719,1.142,4163,173,2025-11-01 06:25:00,0
173.129.154.95,9.238.6.142,ICMP,19724,21920,5.921,3270,76,2025-11-01 06:26:00,0
115.242.163.36,134.212.14.180,UDP,16042,42017,0.016,2554,149,2025-11-01 06:27:00,1
26.42.26.69,72.161.103.129,ICMP,64494,51282,3.979,1809,171,2025-11-01 06:28:00,1
148.10.253.74,96.121.240.115,TCP,31452,9699,2.563,8339,86,2025-11-01 06:29:00,1
104.37.133.200,197.221.213.148,UDP,30095,47252,1.806,2526,39,2025-11-01 06:30:00,1
23.46.89.46,80.6.134.50,TCP,58085,34399,3.625,4338,141,2025-11-01 06:31:00,0
107.139.217.141,242.129.46.14,UDP,32346,21445,5.183,9008,170,2025-11-01 06:32:00,0
104.189.209.217,31.49.188.41,UDP,51097,17376,16.807,8032,45,2025-11-01 06:33:00,1
225.110.103.60,14.132.202.232,ICMP,8138,48052,8.951,6484,87,2025-11-01 06:34:00,1
171.203.235.100,5.191.156.203,TCP,7598,37359,6.314,6061,179,2025-11-01 06:35:00,0
240.67.132.120,5.112.117.96,ICMP,26020,58538,3.26,6086,119,2025-11-01 06:36:00,0
37.71.126.106,36.78.18.192,UDP,27778,6867,2.489,8669,17,2025-11-01 06:37:00,0
241.91.30.122,22.161.55.17,TCP,39321,28545,0.165,9266,84,2025-11-01 06:38:00,0
137.245.50.29,204.216.183.17,UDP,4833,58047,2.224,876,191,2025-11-01 06:39:00,0
206.39.40.214,202.219.254.249,ICMP,47328,41991,9.432,4742,135,2025-11-01 06:40:00,0
11.150.0.46,210.242.145.173,UDP,18574,62844,2.423,681,183,2025-11-01 06:41:00,1
101.148.89.110,224.77.55.80,UDP,30273,4922,3.096,3214,132,2025-11-01 06:42:00,0
164.181.214.57,50.57.17.208,ICMP,42523,57174,1.586,1848,31,2025-11-01 06:43:00,0
1.62.181.55,209.134.75.226,UDP,56444,51634,1.602,7693,94,2025-11-01 06:44:00,0
115.167.142.149,10.68.84.131,TCP,39123,46114,0.319,6293,95,2025-11-01 06:45:00,1
175.200.52.137,83.108.43.227,ICMP,22437,41523,4.757,3915,184,2025-11-01 06:46:00,0
202.179.56.117,198.141.131.237,UDP,61867,65144,2.972,8874,132,2025-11-01 06:47:00,0
154.168.34.63,243.17.92.227,ICMP,51636,32760,4.657,8934,82,2025-11-01 06:48:00,0
244.24.89.75,180.37.207.148,UDP,5711,22666,3.958,2888,84,2025-11-01 06:49:00,0
38.129.134.210,216.226.171.51,ICMP,39149,24943,8.018,3652,40,2025-11-01 06:50:00,0
219.161.90.17,19.119.67.225,ICMP,22147,6250,6.952,7102,104,2025-11-01 06:51:00,0
128.170.186.108,66.140.189.250,TCP,34119,794,7.38,9954,112,2025-11-01 06:52:00,0
251.178.181.152,189.236.157.98,ICMP,28459,27680,3.458,9080,47,2025-11-01 06:53:00,0
25.198.179.198,158.178.245.88,TCP,22646,53884,2.184,2594,50,2025-11-01 06:54:00,0
245.87.160.177,176.235.32.105,ICMP,11309,13994,13.548,6360,151,2025-11-01 06:55:00,1
29.62.234.150,241.73.81.19,ICMP,44115,33755,0.279,1502,51,2025-11-01 06:56:00,1
154.155.113.213,71.56.146.216,UDP,61209,25534,0.828,6002,38,2025-11-01 06:57:00,0
49.198.80.84,79.168.41.215,UDP,25951,3596,2.72,6851,137,2025-11-01 06:58:00,0
105.176.147.118,180.115.3.230,UDP,55308,48296,4.759,550,189,2025-11-01 06:59:00,0
86.219.62.189,4.4.40.108,ICMP,54908,50007,0.041,2196,149,2025-11-01 07:00:00,0
104.48.70.1,87.103.116.101,ICMP,54084,47182,6.353,2959,9,2025-11-01 07:01:00,1
224.140.221.215,189.74.182.75,TCP,6315,50722,4.09,5231,116,2025-11-01 07:02:00,0
179.122.183.211,13.141.187.200,TCP,42217,2257,3.315,6672,25,2025-11-01 07:03:00,1
62.31.157.29,25.254.253.210,TCP,49332,12102,2.754,8964,113,2025-11-01 07:04:00,1
49.172.220.30,115.171.235.82,UDP,4146,46491,3.665,1277,36,2025-11-01 07:05:00,0
144.167.18.18,10.198.251.50,UDP,5900,53256,0.882,1520,111,2025-11-01 07:06:00,0
1.77.114.175,172.141.14.16,TCP,20136,29409,0.575,2050,171,2025-11-01 07:07:00,0
242.193.245.220,2.157.29.82,ICMP,47498,30947,1.71,6937,78,2025-11-01 07:08:00,0
113.113.221.166,31.235.239.77,UDP,10148,43183,6.181,5669,81,2025-11-01 07:09:00,1
179.62.131.129,148.176.113.35,UDP,58171,36945,4.437,4797,28,2025-11-01 07:10:00,0
8.156.54.103,23.105.96.230,TCP,2847,7962,3.271,7530,192,2025-11-01 07:11:00,0
131.31.9.202,227.114.99.189,UDP,53676,15417,4.238,2775,45,2025-11-01 07:12:00,1
211.109.161.124,212.54.194.8,TCP,37865,38023,4.096,4239,105,2025-11-01 07:13:00,1
225.86.54.220,168.58.127.32,UDP,61713,8430,1.834,7326,184,2025-11-01 07:14:00,0
32.177.134.93,93.6.1.85,ICMP,59228,13784,0.513,6240,48,2025-11-01 07:15:00,1
8.64.56.247,134.219.239.106,ICMP,51406,60633,11.355,617,136,2025-11-01 07:16:00,0
67.215.214.187,36.159.44.42,UDP,11411,24291,4.58,8119,142,2025-11-01 07:17:00,1
253.71.53.249,53.109.8.203,TCP,38187,62490,5.982,858,15,2025-11-01 07:18:00,0
239.228.66.51,87.113.74.177,UDP,39843,61627,3.118,7228,128,2025-11-01 07:19:00,1
97.91.238.8,130.194.10.50,TCP,35268,55154,7.063,4214,167,2025-11-01 07:20:00,0
162.34.95.88,251.162.121.143,UDP,52199,45686,4.391,1929,153,2025-11-01 07:21:00,0
78.31.119.46,235.74.30.92,ICMP,20004,34501,0.277,598,63,2025-11-01 07:22:00,0
235.143.195.244,190.155.223.153,ICMP,25248,48244,11.041,2973,59,2025-11-01 07:23:00,0
165.181.212.142,212.91.152.75,UDP,8145,44022,1.823,9851,157,2025-11-01 07:24:00,0
223.54.175.210,211.91.128.187,UDP,3454,33583,0.742,6871,3,2025-11-01 07:25:00,1
7.73.6.161,197.201.41.110,UDP,8978,29286,0.461,5989,39,2025-11-01 07:26:00,1
151.84.146.112,162.227.193.18,ICMP,64434,39804,6.373,7683,22,2025-11-01 07:27:00,1
125.146.35.29,77.242.132.20,ICMP,57119,1187,6.086,109,101,2025-11-01 07:28:00,1
188.81.1.129,194.126.74.62,TCP,12905,56734,6.023,1229,127,2025-11-01 07:29:00,1
47.196.147.11,222.223.31.186,UDP,17941,18610,12.37,2942,169,2025-11-01 07:30:00,1
234.254.129.195,178.253.165.183,UDP,18664,9177,2.146,4380,20,2025-11-01 07:31:00,0
215.118.139.20,28.73.213.247,ICMP,51833,55576,4.118,8915,147,2025-11-01 07:32:00,1
5.36.165.222,81.21.170.211,UDP,59520,25374,4.831,5935,141,2025-11-01 07:33:00,0
137.225.52.172,209.215.163.96,TCP,13109,31956,19.432,7590,91,2025-11-01 07:34:00,1
99.243.249.86,122.247.249.238,UDP,51928,21558,1.872,5737,19,2025-11-01 07:35:00,0
108.23.80.202,123.51.163.156,ICMP,27283,28739,15.656,3950,66,2025-11-01 07:36:00,0
158.119.58.238,78.185.163.70,UDP,24121,25120,0.805,8302,193,2025-11-01 07:37:00,0
215.127.223.209,254.136.20.64,ICMP,4002,55035,7.22,6024,131,2025-11-01 07:38:00,0
114.114.208.14,76.60.249.222,TCP,5356,16904,5.01,7755,152,2025-11-01 07:39:00,0
9.39.193.237,95.39.183.4,TCP,21061,10739,8.489,9494,38,2025-11-01 07:40:00,1
25.102.200.246,31.154.185.249,UDP,36805,5042,0.146,7787,130,2025-11-01 07:41:00,0
22.234.237.4,153.68.69.5,UDP,59068,50607,0.407,2195,184,2025-11-01 07:42:00,0
154.185.28.109,115.90.7.9,ICMP,16113,23255,0.361,7996,37,2025-11-01 07:43:00,0
98.214.36.75,15.227.248.105,TCP,63038,56366,4.494,9603,132,2025-11-01 07:44:00,0
70.145.127.85,7.223.71.239,TCP,57828,40528,4.618,1955,78,2025-11-01 07:45:00,0
42.99.40.166,115.14.164.83,TCP,24508,9251,11.828,7958,172,2025-11-01 07:46:00,0
34.16.164.153,39.133.250.211,TCP,61432,26813,3.152,4391,45,2025-11-01 07:47:00,0
230.121.75.87,57.91.80.234,UDP,15032,25689,0.352,7508,81,2025-11-01 07:48:00,0
117.105.85.213,147.126.190.159,UDP,55042,19791,1.176,7107,84,2025-11-01 07:49:00,0
27.56.30.134,75.78.9.107,ICMP,19172,947,0.041,5304,124,2025-11-01 07:50:00,1
219.167.97.12,87.66.61.131,TCP,62686,36799,7.497,5835,175,2025-11-01 07:51:00,0
237.248.52.199,146.152.106.148,UDP,51298,8328,8.453,9779,93,2025-11-01 07:52:00,0
138.172.144.154,186.92.85.178,UDP,4854,59938,30.926,4495,154,2025-11-01 07:53:00,0
213.219.189.122,121.78.230.10,TCP,56876,49945,2.657,7731,106,2025-11-01 07:54:00,0
46.63.129.252,149.246.253.244,UDP,3982,1137,0.097,1253,102,2025-11-01 07:55:00,0
54.106.192.51,29.95.9.13,ICMP,60688,31916,1.338,6479,92,2025-11-01 07:56:00,0
181.35.114.26,47.150.49.215,ICMP,27022,25939,4.431,9092,137,2025-11-01 07:57:00,1
29.148.10.40,223.131.115.113,TCP,2564,555,16.343,9221,96,2025-11-01 07:58:00,0
11.163.112.187,252.194.84.53,ICMP,31701,23422,0.547,2963,80,2025-11-01 07:59:00,0
39.231.226.54,130.67.192.79,UDP,30125,13234,0.648,1472,48,2025-11-01 08:00:00,0
98.54.110.152,57.96.197.135,ICMP,42506,59917,6.049,380,31,2025-11-01 08:01:00,0
246.149.68.56,147.171.62.65,UDP,44991,30894,5.501,7421,183,2025-11-01 08:02:00,0
33.249.35.239,39.210.108.26,TCP,55643,64125,1.442,1238,1,2025-11-01 08:03:00,0
148.210.226.244,172.11.149.77,TCP,8077,36172,8.387,9699,126,2025-11-01 08:04:00,1
235.80.189.251,220.141.85.30,UDP,6694,18639,0.689,4336,187,2025-11-01 08:05:00,0
109.234.225.201,172.211.235.219,UDP,44482,50519,13.001,8226,139,2025-11-01 08:06:00,0
154.193.244.73,166.186.169.52,ICMP,48054,949,1.122,4233,130,2025-11-01 08:07:00,1
201.39.16.129,63.188.119.105,UDP,49139,32703,0.424,8153,46,2025-11-01 08:08:00,0
217.60.170.104,162.38.40.121,TCP,11305,41064,2.074,9523,1,2025-11-01 08:09:00,0
42.24.38.35,108.164.64.118,UDP,19146,24194,1.04,4974,70,2025-11-01 08:10:00,0
131.241.228.108,79.159.7.97,ICMP,54365,7208,3.743,8583,199,2025-11-01 08:11:00,0
172.178.221.102,18.172.220.96,ICMP,3557,9239,5.805,6650,66,2025-11-01 08:12:00,1
98.11.18.101,33.4.209.240,UDP,11780,7420,3.376,9533,2,2025-11-01 08:13:00,0
44.186.250.49,127.249.73.126,ICMP,55445,20411,5.403,3127,69,2025-11-01 08:14:00,0
189.16.73.57,164.224.150.168,ICMP,61132,5957,2.27,6113,13,2025-11-01 08:15:00,1
55.240.46.12,5.33.23.145,TCP,26098,14626,0.142,495,147,2025-11-01 08:16:00,0
62.79.215.83,95.70.208.92,UDP,19826,23754,18.261,5893,83,2025-11-01 08:17:00,0
8.222.148.81,230.124.21.15,TCP,38868,7323,8.558,3290,47,2025-11-01 08:18:00,0
215.228.117.208,101.14.241.242,TCP,28346,2615,0.381,9389,129,2025-11-01 08:19:00,1
198.199.24.210,153.52.148.247,ICMP,50660,48234,2.982,297,146,2025-11-01 08:20:00,1
89.11.142.59,102.193.218.113,TCP,18072,44292,5.04,521,113,2025-11-01 08:21:00,0
154.232.108.26,32.20.195.172,UDP,53630,25540,1.057,4770,32,2025-11-01 08:22:00,1
47.31.9.16,83.193.217.226,UDP,50803,3272,4.314,1436,96,2025-11-01 08:23:00,1
199.144.150.26,14.14.147.34,UDP,10900,9030,3.814,5458,11,2025-11-01 08:24:00,1
213.85.249.135,164.82.8.199,TCP,59099,56537,1.168,5211,148,2025-11-01 08:25:00,0
14.78.116.7,158.76.218.191,UDP,38079,59803,0.761,6113,8,2025-11-01 08:26:00,1
137.114.175.72,236.162.140.207,UDP,47848,5679,7.114,7099,102,2025-11-01 08:27:00,0
242.58.214.221,174.183.8.237,TCP,16195,50034,1.947,6495,166,2025-11-01 08:28:00,1
82.222.221.116,215.245.35.117,TCP,43228,19573,1.399,6242,6,2025-11-01 08:29:00,0
167.226.145.187,232.2.225.19,TCP,6190,47990,6.695,6218,2,2025-11-01 08:30:00,0
234.102.16.14,156.22.103.241,TCP,11390,29096,6.66,687,73,2025-11-01 08:31:00,1
159.151.226.108,237.134.104.204,ICMP,21282,15572,1.618,1651,183,2025-11-01 08:32:00,1
188.44.97.131,253.141.45.143,TCP,44758,43163,10.301,3924,3,2025-11-01 08:33:00,0
37.170.167.218,195.14.50.216,TCP,61446,19719,5.828,5022,66,2025-11-01 08:34:00,0
183.214.107.39,244.109.7.69,UDP,14007,15867,2.121,3626,26,2025-11-01 08:35:00,0
15.119.240.4,190.178.62.68,UDP,26739,2199,2.789,7713,176,2025-11-01 08:36:00,0
93.213.152.141,206.143.211.152,TCP,63027,57556,6.486,6120,94,2025-11-01 08:37:00,0
210.160.15.237,6.118.56.31,TCP,32109,9408,1.189,798,102,2025-11-01 08:38:00,0
170.107.125.194,6.226.206.157,TCP,61485,9073,3.163,672,136,2025-11-01 08:39:00,0
55.226.169.34,67.202.130.156,UDP,60808,17139,5.3,7888,195,2025-11-01 08:40:00,0
158.250.246.13,74.113.96.176,UDP,65465,5218,3.877,369,75,2025-11-01 08:41:00,0
141.17.159.96,80.122.137.33,TCP,46102,31261,4.687,5486,89,2025-11-01 08:42:00,1
227.122.38.46,228.194.196.140,UDP,28802,41661,3.951,8241,116,2025-11-01 08:43:00,0
244.28.189.241,185.43.12.152,UDP,12414,10412,1.111,1024,197,2025-11-01 08:44:00,0
221.61.244.236,172.56.95.144,TCP,21948,33139,2.64,708,30,2025-11-01 08:45:00,1
185.15.183.236,224.108.228.120,UDP,46856,34501,3.796,481,155,2025-11-01 08:46:00,0
239.120.9.158,100.148.110.204,TCP,44028,48283,7.572,2965,43,2025-11-01 08:47:00,0
153.254.102.84,51.20.59.179,ICMP,41268,5260,5.305,4060,133,2025-11-01 08:48:00,0
133.64.221.177,21.106.125.245,ICMP,1731,29585,2.781,5717,20,2025-11-01 08:49:00,0
3.172.141.120,134.72.192.76,ICMP,42416,14117,18.326,8505,52,2025-11-01 08:50:00,0
158.241.67.146,186.77.133.65,UDP,26072,49954,0.57,4753,21,2025-11-01 08:51:00,0
190.36.152.176,86.33.55.75,ICMP,50117,22784,1.158,9258,131,2025-11-01 08:52:00,1
193.180.237.207,3.169.189.6,UDP,33839,41950,2.088,2413,41,2025-11-01 08:53:00,0
73.142.48.121,6.190.147.149,TCP,35706,21156,1.298,9789,124,2025-11-01 08:54:00,1
88.195.139.187,2.217.222.90,ICMP,18513,32390,4.91,3166,192,2025-11-01 08:55:00,0
250.36.60.229,56.95.9.87,UDP,53356,56160,0.202,2973,108,2025-11-01 08:56:00,0
171.123.197.39,250.69.150.220,ICMP,64774,33184,0.977,8679,196,2025-11-01 08:57:00,0
184.62.45.88,113.29.127.78,UDP,60258,31049,1.736,3408,199,2025-11-01 08:58:00,0
11.61.76.226,165.54.223.49,UDP,49182,32122,5.75,6556,152,2025-11-01 08:59:00,1
153.198.51.4,34.104.171.243,TCP,58725,27542,10.432,3846,52,2025-11-01 09:00:00,0
59.71.147.93,22.30.134.105,UDP,17975,36106,8.01,5295,2,2025-11-01 09:01:00,0
63.53.116.243,149.15.19.43,UDP,42463,60957,1.005,8106,44,2025-11-01 09:02:00,0
237.109.73.107,172.46.113.19,ICMP,51042,21643,4.167,8301,41,2025-11-01 09:03:00,0
226.56.217.169,48.223.206.197,TCP,12476,40796,0.152,4625,70,2025-11-01 09:04:00,1
241.249.2.120,139.206.156.242,UDP,29659,37826,1.859,4638,7,2025-11-01 09:05:00,1
6.4.4.54,45.195.240.164,ICMP,33771,39736,8.199,5857,38,2025-11-01 09:06:00,1
47.214.176.9,176.86.14.110,TCP,34820,34389,3.05,156,173,2025-11-01 09:07:00,0
99.19.121.241,172.194.95.202,UDP,28957,58880,0.812,1853,9,2025-11-01 09:08:00,0
61.122.233.163,168.101.85.142,ICMP,35605,28921,2.886,943,53,2025-11-01 09:09:00,0
178.81.61.145,191.80.212.51,TCP,53904,55135,1.103,8725,28,2025-11-01 09:10:00,0
216.2.159.227,112.206.185.15,TCP,39305,40762,2.498,6245,128,2025-11-01 09:11:00,0
230.12.119.125,65.87.182.247,TCP,53702,51945,3.346,3898,19,2025-11-01 09:12:00,1
239.88.72.68,76.9.237.234,TCP,22211,31028,2.151,2723,196,2025-11-01 09:13:00,1
